year,gender,event,winner,time,seconds,course_record
2025,women,Veteran Doubles Age average of 60+ (no rower under 30),"P. Smith, E. Pratt",20:45.825,1245.825,False
2014,women,Veteran Eights Age average of 60+ (no rower under 30),Portland BC,18:56.863,1136.863,False
2015,women,Veteran Eights Age average of 60+ (no rower under 30),1980,20:06.955,1206.955,False
2016,women,Veteran Eights Age average of 60+ (no rower under 30),Etats Unis,18:37.619,1117.619,False
2017,women,Veteran Eights Age average of 60+ (no rower under 30),Etats Unis,18:44.592,1124.592,False
2018,women,Veteran Eights Age average of 60+ (no rower under 30),Long Beach,18:47.453,1127.453,False
2019,women,Veteran Eights Age average of 60+ (no rower under 30),Long Beach,19:07.446,1147.446,False
2021,women,Veteran Eights Age average of 60+ (no rower under 30),Lucky Charms,18:39.948,1119.948,False
2022,women,Veteran Eights Age average of 60+ (no rower under 30),Lucky Charms,18:20.350,1100.35,False
2023,women,Veteran Eights Age average of 60+ (no rower under 30),Endeavor Racing Alliance,17:55.845,1075.845,False
2024,women,Veteran Eights Age average of 60+ (no rower under 30),Marin,18:06.755,1086.755,False
2025,women,Veteran Eights Age average of 60+ (no rower under 30),Lucky Charms,18:15.865,1095.865,False
2014,women,Veteran Fours Age average of 60+ (no rower under 30),San Diego RC,21:03.287,1263.287,False
2015,women,Veteran Fours Age average of 60+ (no rower under 30),Oregon Unlimited,22:08.695,1328.695,False
2016,women,Veteran Fours Age average of 60+ (no rower under 30),Early Lights,20:32.898,1232.898,False
2017,women,Veteran Fours Age average of 60+ (no rower under 30),Chinook,20:08.485,1208.485,False
2018,women,Veteran Fours Age average of 60+ (no rower under 30),Narragansett,21:35.763,1295.763,False
2019,women,Veteran Fours Age average of 60+ (no rower under 30),Narragansett,20:40.474,1240.474,False
2021,women,Veteran Fours Age average of 60+ (no rower under 30),Narragansett,20:26.517,1226.517,False
2022,women,Veteran Fours Age average of 60+ (no rower under 30),Saugatuck,20:32.338,1232.338,False
2023,women,Veteran Fours Age average of 60+ (no rower under 30),East Arm,20:07.511,1207.511,False
2024,women,Veteran Fours Age average of 60+ (no rower under 30),East Arm,20:03.913,1203.913,True
2025,women,Veteran Fours Age average of 60+ (no rower under 30),Quinsigamond RC,20:10.921,1210.921,False
1982,women,Veteran Singles 60+ years old,G. Zint (65),28:23.5,1703.5,True
1986,women,Veteran Singles 60+ years old,G. Zint (69),26:46.2,1606.2,True
1987,women,Veteran Singles 60+ years old,G. Zint (70),26:15.9,1575.9,True
1988,women,Veteran Singles 60+ years old,K. Loewy (63),29:05.0,1745.0,False
1989,women,Veteran Singles 60+ years old,K. Loewy (64),29:01.1,1741.1,False
1990,women,Veteran Singles 60+ years old,G. Zint (73),25:59.4,1559.4,True
1991,women,Veteran Singles 60+ years old,K. Loewy (66),29:14.7,1754.7,False
1992,women,Veteran Singles 60+ years old,E. Bayer (83),29:35.0,1775.0,False
1993,women,Veteran Singles 60+ years old,K. Loewy (68),29:12.3,1752.3,False
1994,women,Veteran Singles 60+ years old,L. Rindlaub (60),28:01.0,1681.0,False
1995,women,Veteran Singles 60+ years old,L. Hussman (62),26:02.7,1562.7,False
1997,women,Veteran Singles 60+ years old,L. Hussman (64),23:54.5,1434.5,True
1998,women,Veteran Singles 60+ years old,L. Hussman (65),25:56.27,1556.27,False
1999,women,Veteran Singles 60+ years old,B. Johnson (67),26:18.31,1578.31,False
2000,women,Veteran Singles 60+ years old,B. Green (61),25:30.64,1530.64,False
2001,women,Veteran Singles 60+ years old,B. Green (62),24:01.599,1441.599,False
2002,women,Veteran Singles 60+ years old,Brooke Stevens (61),24:15.937,1455.937,False
2003,women,Veteran Singles 60+ years old,Brooke Stevens (62),23:43.282,1423.282,True
2005,women,Veteran Singles 60+ years old,Catherine Kemper (60),24:54.265,1494.265,False
2006,women,Veteran Singles 60+ years old,Catherine Kemper (61),23:27.607,1407.607,True
2007,women,Veteran Singles 60+ years old,Brooke Stevens (66),23:25.662,1405.662,True
2008,women,Veteran Singles 60+ years old,Brooke Stevens (67),23:29.600,1409.6,False
2009,women,Veteran Singles 60+ years old,Susan Kinne (61),22:51.816,1371.816,True
2010,women,Veteran Singles 60+ years old,Catherine Kember (65),22:20.427,1340.427,True
2011,women,Veteran Singles 60+ years old,Marie Hagelstein(60),22:47.309,1367.309,False
2012,women,Veteran Singles 60+ years old,Susan Kinne (V I),23:04.66,1384.66,False
2013,women,Veteran Singles 60+ years old,Catherine Widgery (V I),22:59.27,1379.27,False
2014,women,Veteran Singles 60+ years old,Joelle Thuez (V I),21:58.302,1318.302,False
2015,women,Veteran Singles 60+ years old,Laura Stirton Aust (V 1),23:43.427,1423.427,False
2016,women,Veteran Singles 60+ years old,Diane Davis (V I),22:09.123,1329.123,True
2017,women,Veteran Singles 60+ years old,Margarita Zezza (VI),20:53.913,1253.913,True
2018,women,Veteran Singles 60+ years old,Margarita Zezza (V I),21:55.179,1315.179,False
2019,women,Veteran Singles 60+ years old,Margarita Zezza (VI),21:50.179,1310.179,False
2021,women,Veteran Singles 60+ years old,Leslie Krichko (VI),22:12.531,1332.531,False
2022,women,Veteran Singles 60+ years old,Ellen Saint Clair (VI),22:12.311,1332.311,False
2023,women,Veteran Singles 60+ years old,Leslie Krichko (VI),21:43.661,1303.661,False
2024,women,Veteran Singles 60+ years old,Alden Blumstead (VI),22:03.867,1323.867,False
2025,women,Veteran Singles 60+ years old,Maureen Harriman (VI),23:00.108,1380.108,False
2016,women,Youth Coxed Quads,Don Rowing Club,19:47.553,1187.553,False
2017,women,Youth Coxed Quads,Don Rowing Club,18:35.431,1115.431,True
2018,women,Youth Coxed Quads,Don Rowing Club,19:05.464,1145.464,False
2019,women,Youth Coxed Quads,Danske Studenters Roklub,18:09.808,1089.808,True
2021,women,Youth Coxed Quads,Redwood Scullers,18:25.713,1105.713,False
2022,women,Youth Coxed Quads,Nereid,18:32.826,1112.826,False
2023,women,Youth Coxed Quads,Notre Dame RC,18:55.099,1135.099,False
2024,women,Youth Coxed Quads,Los Gatos,18:13.043,1093.043,False
2025,women,Youth Coxed Quads,Marlow,17:32.976,1052.976,False
2005,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers",Fairmount Rowing Assn.,22:00.221,1320.221,True
2006,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","M. Duggan, S. Bates",19:07.912,1147.912,False
2007,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","J. Imfeld, L. Schlappi",19:53.470,1193.47,False
2008,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","V. Greco, K. O’Brien",20:02.600,1202.6,False
2009,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","A. Chrumka, A. Declercq",20:11.624,1211.624,False
2010,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","E. Sharis, B. Baustian",18:59.400,1139.4,True
2011,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","A. Seydoux, E. Reelick",19:16.213,1156.213,False
2012,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","E. Sharis, C. Madden",19:27.97,1167.97,False
2013,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","E. Sharis, C. Madden",19:47.177,1187.177,False
2014,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","A. Schanze, A. Schanze",19:32.099,1172.099,False
2015,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","E. Delleman, C. Sharis",19:36.458,1176.458,False
2016,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","C. Sharis, A. Phillips",20:22.746,1222.746,False
2017,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers",D. Evans/C. Sharis,17:47.577,1067.577,True
2018,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","T. English, D. Evans",20:47.990,1247.99,False
2019,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers",Y Quad Cities,18:31.707,1111.707,False
2021,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","Z. Meurer, J. Mantione",20:02.955,1202.955,False
2022,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","P. Balazy, A. Packard",18:57.207,1137.207,False
2023,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers","M. Jankowski, E. Najjar",20:15.876,1215.876,False
2024,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers",Waterford,19:30.540,1170.54,False
2025,women,"Youth Doubles † n 2005, the Youth doubles event raced in separate classes for college and high school rowers",Tideway Scullers,18:52.025,1132.025,False
1973,women,Youth Eights,Middletown HS,19:51.0,1191.0,True
1974,women,Youth Eights,Phillips Acad.,20:53.1,1253.1,False
1975,women,Youth Eights,Nthfld-Mt. Hermon,19:38.3,1178.3,True
1976,women,Youth Eights,Phillips Exeter,19:23.2,1163.2,True
1977,women,Youth Eights,Simsbury HS,19:53.1,1193.1,False
1978,women,Youth Eights,Ithaca Coll.,20:38.2,1238.2,False
1979,women,Youth Eights,Kent School,20:45.4,1245.4,False
1980,women,Youth Eights,Simsbury HS,19:53.1,1193.1,False
1981,women,Youth Eights,Univ. Of Penn,18:28.3,1108.3,True
1982,women,Youth Eights,Boston RC,18:09.6,1089.6,True
1983,women,Youth Eights,Univ. Of Penn,18:10.6,1090.6,False
1984,women,Youth Eights,St. Catharines RC,17:32.5,1052.5,True
1985,women,Youth Eights,Simsbury HS,19:10.2,1150.2,False
1986,women,Youth Eights,Yale Univ.,17:32.4,1052.4,True
1987,women,Youth Eights,Yale Univ.,17:36.7,1056.7,False
1988,women,Youth Eights,Cornell Univ.,18:44.3,1124.3,False
1989,women,Youth Eights,Radcliffe Coll.,19:39.8,1179.8,False
1990,women,Youth Eights,Boston Univ.,17:33.9,1053.9,False
1991,women,Youth Eights,St. Catharines RC,17:57.0,1077.0,False
1992,women,Youth Eights,Cornell Univ.,17:10.4,1030.4,True
1993,women,Youth Eights,Radcliffe Coll.,17:51.9,1071.9,False
1994,women,Youth Eights,St. Catharines RC,17:27.4,1047.4,False
1995,women,Youth Eights,St. Catharines RC,17:37.4,1057.4,False
1997,women,Youth Eights,St. Catharines RC,17:02.2,1022.2,True
1998,women,Youth Eights,St. Catharines RC,17:36.48,1056.48,False
1999,women,Youth Eights,Radcliffe Crew,17:51.10,1071.1,False
2000,women,Youth Eights,South Niagara RC,17:33.83,1053.83,False
2001,women,Youth Eights,Community Rowing,17:19.960,1039.96,False
2002,women,Youth Eights,Brown Univ.,17:59.914,1079.914,False
2003,women,Youth Eights,Univ. of Virginia,17:06.988,1026.988,False
2005,women,Youth Eights,Yale Univ.,19:14.404,1154.404,False
2006,women,Youth Eights,"Community Rowing, Inc.",17:40.889,1060.889,False
2007,women,Youth Eights,"Community Rowing, Inc.",17:17.876,1037.876,False
2008,women,Youth Eights,"Community Rowing, Inc.",17:23.100,1043.1,False
2009,women,Youth Eights,Maritime Rowing Club,17:25.673,1045.673,False
2010,women,Youth Eights,"Community Rowing, Inc.",16:49.056,1009.056,True
2011,women,Youth Eights,"Oakland Strokes, Inc.",17:12.582,1032.582,False
2012,women,Youth Eights,Saratoga Springs HS/Saratoga RA,17:45.96,1065.96,False
2013,women,Youth Eights,"Oakland Strokes, Inc.",17:23.229,1043.229,False
2014,women,Youth Eights,Saugatuck Rowing Club,17:11.557,1031.557,False
2015,women,Youth Eights,Saugatuck Rowing Club,16:46.941,1006.941,True
2016,women,Youth Eights,Saugatuck Rowing Club,17:22.429,1042.429,False
2017,women,Youth Eights,Saugatuck Rowing Club,16:24.895,984.895,True
2018,women,Youth Eights,Saugatuck,17:34.690,1054.69,False
2019,women,Youth Eights,Row America Rye,16:34.588,994.588,False
2021,women,Youth Eights,Greenwich Crew,16:56.465,1016.465,False
2022,women,Youth Eights,RowAmerica Rye,16:21.080,981.08,True
2023,women,Youth Eights,RowAmerica Rye,17:14.011,1034.011,False
2024,women,Youth Eights,RowAmerica Rye,16:09.072,969.072,True
2025,women,Youth Eights,RowAmerica Rye,15:53.151,953.151,True
1975,women,Youth Fours,Northfield-Mt. Hermon,23:09.6,1389.6,True
1976,women,Youth Fours,Phillips Acad.,21:11.5,1271.5,True
1977,women,Youth Fours,Phillips Acad.,22:07.3,1327.3,False
1978,women,Youth Fours,West Park Ss,21:23.4,1283.4,False
1979,women,Youth Fours,Winsor School.,22:18.9,1338.9,False
1980,women,Youth Fours,Yale Univ.,20:56.8,1256.8,True
1981,women,Youth Fours,Florida Inst. Tech.,19:39.6,1179.6,True
1982,women,Youth Fours,Durham BC,19:37.8,1177.8,True
1983,women,Youth Fours,Durham BC,19:43.6,1183.6,False
1984,women,Youth Fours,Mendota RC,19:32.6,1172.6,True
1985,women,Youth Fours,Boston Univ.,21:27.6,1287.6,False
1986,women,Youth Fours,Mendota BC,19:54.8,1194.8,False
1988,women,Youth Fours,Boucherville C.D’a,20:43.7,1243.7,False
1989,women,Youth Fours,Princeton Univ.,20:57.7,1257.7,False
1990,women,Youth Fours,Princeton Univ.,19:54.1,1194.1,False
1991,women,Youth Fours,Princeton Univ.,20:00.2,1200.2,False
1992,women,Youth Fours,Univ. Of Wisconsin,19:06.2,1146.2,True
1993,women,Youth Fours,Princeton Univ.,19:19.4,1159.4,False
1994,women,Youth Fours,Princeton Univ.,19:09.3,1149.3,False
1995,women,Youth Fours,Princeton Univ.,19:29.3,1169.3,False
1997,women,Youth Fours,Princeton Univ.,19:30.9,1170.9,False
1998,women,Youth Fours,Hanlan Boat Club,19:48.10,1188.1,False
1999,women,Youth Fours,Syracuse University,19:52.49,1192.49,False
2000,women,Youth Fours,St. Catherine’s,20:12.99,1212.99,False
2001,women,Youth Fours,Princeton Univ. Women,18:58.4,1138.4,True
2002,women,Youth Fours,St. Catherine’s RC,19:37.968,1177.968,False
2003,women,Youth Fours,Princeton Univ.,19:17.404,1157.404,False
2005,women,Youth Fours,Northeastern Univ.,21:37.760,1297.76,False
2006,women,Youth Fours,Pocock Rowing Center,19:19.226,1159.226,False
2007,women,Youth Fours,Long Beach Junior Crew,19:19.334,1159.334,False
2008,women,Youth Fours,Shenendehowa HS,19:16.100,1156.1,False
2009,women,Youth Fours,Marina Aquatic Center Juniors,19:25.185,1165.185,False
2010,women,Youth Fours,South Niagara RC,17:58.361,1078.361,True
2011,women,Youth Fours,Connecticut Boat Club,18:51.339,1131.339,False
2012,women,Youth Fours,Marina Aquatic Center Junior Rowing,19:24.66,1164.66,False
2013,women,Youth Fours,Holy Names Academy,19:18.813,1158.813,False
2014,women,Youth Fours,Holy Names Academy,19:16.931,1156.931,False
2015,women,Youth Fours,Long Beach Junior Crew,19:00.760,1140.76,False
2016,women,Youth Fours,Three Rivers Rowing Association,19:35.706,1175.706,False
2017,women,Youth Fours,Row America Rye,18:07.856,1087.856,False
2018,women,Youth Fours,Row America Rye,18:37.832,1117.832,False
2019,women,Youth Fours,Row America Rye,18:54.897,1134.897,False
2021,women,Youth Fours,Wilson HS,18:52.969,1132.969,False
2022,women,Youth Fours,Greenwich Crew,18:03.783,1083.783,False
2023,women,Youth Fours,Connecticut,19:12.055,1152.055,False
2024,women,Youth Fours,RowAmerica Rye,18:21.278,1101.278,False
2025,women,Youth Fours,Greenwich Crew,17:55.343,1075.343,False
2013,women,"Youth Singles *Prior to 2013, the youth single was a special medal in the Club 1x event",Mary Campbell,21:34.827,1294.827,False
2014,women,"Youth Singles *Prior to 2013, the youth single was a special medal in the Club 1x event",Emily Kallfelz,21:09.930,1269.93,True
2015,women,"Youth Singles *Prior to 2013, the youth single was a special medal in the Club 1x event",Eliza Kallfelz,21:19.349,1279.349,False
2016,women,"Youth Singles *Prior to 2013, the youth single was a special medal in the Club 1x event",Eliza Kallfelz,22:25.498,1345.498,False
2017,women,"Youth Singles *Prior to 2013, the youth single was a special medal in the Club 1x event",Anna Matthes,19:30.596,1170.596,True
2018,women,"Youth Singles *Prior to 2013, the youth single was a special medal in the Club 1x event",Katelin Gildersleeve,21:11.014,1271.014,False
2019,women,"Youth Singles *Prior to 2013, the youth single was a special medal in the Club 1x event",Hailey Mead,20:49.583,1249.583,False
2021,women,"Youth Singles *Prior to 2013, the youth single was a special medal in the Club 1x event",Emma Mirrer,20:51.264,1251.264,False
2022,women,"Youth Singles *Prior to 2013, the youth single was a special medal in the Club 1x event",Catherine Barry,20:05.272,1205.272,False
2023,women,"Youth Singles *Prior to 2013, the youth single was a special medal in the Club 1x event",Olivia Petri,20:53.639,1253.639,False
2024,women,"Youth Singles *Prior to 2013, the youth single was a special medal in the Club 1x event",Emma Kirk,20:25.524,1225.524,False
2025,women,"Youth Singles *Prior to 2013, the youth single was a special medal in the Club 1x event",Emma Kirk,20:01.658,1201.658,False
